medal_id,medal_type,discipline_code,event,medal_date
2350,Silver Medal,VVO,Women,2021-08-08
2351,Bronze Medal,VVO,Women,2021-08-08
2352,Bronze Medal,VVO,Women,2021-08-08
2353,Bronze Medal,VVO,Women,2021-08-08
2354,Bronze Medal,VVO,Women,2021-08-08
2355,Bronze Medal,VVO,Women,2021-08-08
2356,Bronze Medal,VVO,Women,2021-08-08
2357,Bronze Medal,VVO,Women,2021-08-08
2358,Bronze Medal,VVO,Women,2021-08-08
2359,Bronze Medal,VVO,Women,2021-08-08
2360,Bronze Medal,VVO,Women,2021-08-08
2361,Bronze Medal,VVO,Women,2021-08-08
2362,Bronze Medal,VVO,Women,2021-08-08
2363,Gold Medal,WPO,Men,2021-08-08
2364,Gold Medal,WPO,Men,2021-08-08
2365,Gold Medal,WPO,Men,2021-08-08
2366,Gold Medal,WPO,Men,2021-08-08
2367,Gold Medal,WPO,Men,2021-08-08
2368,Gold Medal,WPO,Men,2021-08-08
2369,Gold Medal,WPO,Men,2021-08-08
2370,Gold Medal,WPO,Men,2021-08-08
2371,Gold Medal,WPO,Men,2021-08-08
2372,Gold Medal,WPO,Men,2021-08-08
2373,Gold Medal,WPO,Men,2021-08-08
2374,Gold Medal,WPO,Men,2021-08-08
2375,Gold Medal,WPO,Men,2021-08-08
2376,Silver Medal,WPO,Men,2021-08-08
2377,Silver Medal,WPO,Men,2021-08-08
2378,Silver Medal,WPO,Men,2021-08-08
2379,Silver Medal,WPO,Men,2021-08-08
2380,Silver Medal,WPO,Men,2021-08-08
2381,Silver Medal,WPO,Men,2021-08-08
2382,Silver Medal,WPO,Men,2021-08-08
2383,Silver Medal,WPO,Men,2021-08-08
2384,Silver Medal,WPO,Men,2021-08-08
2385,Silver Medal,WPO,Men,2021-08-08
2386,Silver Medal,WPO,Men,2021-08-08
2387,Silver Medal,WPO,Men,2021-08-08
2388,Silver Medal,WPO,Men,2021-08-08
2389,Bronze Medal,WPO,Men,2021-08-08
2390,Bronze Medal,WPO,Men,2021-08-08
2391,Bronze Medal,WPO,Men,2021-08-08
2392,Bronze Medal,WPO,Men,2021-08-08
2393,Bronze Medal,WPO,Men,2021-08-08
2394,Bronze Medal,WPO,Men,2021-08-08
2395,Bronze Medal,WPO,Men,2021-08-08
2396,Bronze Medal,WPO,Men,2021-08-08
2397,Bronze Medal,WPO,Men,2021-08-08
2398,Bronze Medal,WPO,Men,2021-08-08
2399,Bronze Medal,WPO,Men,2021-08-08
2400,Bronze Medal,WPO,Men,2021-08-08
2401,Bronze Medal,WPO,Men,2021-08-08
